word	POS	label	negative	neutral	positive
^-azerbaijan	proper.nouns	neutral	0.094	0.644	0.262
^-ba	proper.nouns	neutral	0.076	0.61	0.314
^-bachman	proper.nouns	neutral	0.123	0.614	0.263
^-bachmann	proper.nouns	neutral	0.092	0.631	0.277
^-baghdad	proper.nouns	neutral	0.102	0.659	0.239
^-bahrain	proper.nouns	neutral	0.158	0.617	0.225
^-bain	proper.nouns	neutral	0.222	0.592	0.186
^-baltimore	proper.nouns	neutral	0.064	0.679	0.256
^-bama	proper.nouns	neutral	0.231	0.567	0.202
^-bangladesh	proper.nouns	neutral	0.068	0.645	0.287
^-barack	proper.nouns	neutral	0.034	0.683	0.282
^-barak	proper.nouns	neutral	0.073	0.658	0.269
^-barbara	proper.nouns	neutral	0.109	0.626	0.265
^-barrett	proper.nouns	neutral	0.214	0.559	0.227
^-barry	proper.nouns	neutral	0.105	0.661	0.234
^-bashar	proper.nouns	negative	0.434	0.424	0.142
^-basri	proper.nouns	negative	0.966	0.027	0.007
^-batman	proper.nouns	neutral	0.099	0.629	0.273
^-bbc	proper.nouns	neutral	0.109	0.638	0.252
^-bbm	proper.nouns	neutral	0.088	0.66	0.252
^-bebo	proper.nouns	neutral	0.132	0.622	0.246
^-beckham	proper.nouns	neutral	0.09	0.645	0.265
^-beijing	proper.nouns	neutral	0.093	0.618	0.289
^-belgium	proper.nouns	neutral	0.11	0.613	0.277
^-ben	proper.nouns	neutral	0.084	0.665	0.251
^-benjamin	proper.nouns	neutral	0.158	0.627	0.216
^-bermuda	proper.nouns	neutral	0.145	0.637	0.219
^-beth	proper.nouns	neutral	0.061	0.641	0.298
^-beyonce	proper.nouns	neutral	0.07	0.645	0.285
^-bho	proper.nouns	neutral	0.239	0.556	0.205
^-bibi	proper.nouns	neutral	0.221	0.539	0.24
^-bible	proper.nouns	neutral	0.105	0.621	0.273
^-biden	proper.nouns	neutral	0.083	0.65	0.267
^-bieber	proper.nouns	neutral	0.069	0.648	0.283
^-birther	proper.nouns	neutral	0.231	0.59	0.18
^-blair	proper.nouns	neutral	0.108	0.621	0.27
^-blogger	proper.nouns	neutral	0.179	0.586	0.235
^-bloomberg	proper.nouns	neutral	0.095	0.67	0.235
^-bo	proper.nouns	neutral	0.1	0.627	0.273
^-bob	proper.nouns	neutral	0.059	0.652	0.288
^-bobby	proper.nouns	neutral	0.094	0.609	0.297
^-boehner	proper.nouns	neutral	0.197	0.582	0.222
^-bolton	proper.nouns	neutral	0.247	0.53	0.223
^-bon	proper.nouns	neutral	0.058	0.65	0.293
^-bonanno	proper.nouns	neutral	0.05	0.722	0.228
^-bonito	proper.nouns	neutral	0.019	0.723	0.258
^-booker	proper.nouns	neutral	0.306	0.54	0.154
^-boris	proper.nouns	neutral	0.073	0.625	0.302
^-bq	proper.nouns	negative	0.456	0.444	0.1
^-bradley	proper.nouns	neutral	0.179	0.606	0.215
^-brandon	proper.nouns	neutral	0.139	0.595	0.267
^-brazil	proper.nouns	neutral	0.081	0.67	0.249
^-brewer	proper.nouns	neutral	0.095	0.639	0.266
^-brian	proper.nouns	neutral	0.093	0.635	0.271
^-bristol	proper.nouns	neutral	0.124	0.606	0.269
^-britain	proper.nouns	neutral	0.126	0.632	0.242
^-british	proper.nouns	neutral	0.104	0.65	0.246
^-britney	proper.nouns	neutral	0.091	0.569	0.34
^-brooklyn	proper.nouns	neutral	0.057	0.642	0.302
^-brooks	proper.nouns	neutral	0.089	0.646	0.266
^-bruce	proper.nouns	neutral	0.093	0.591	0.316
^-buffett	proper.nouns	neutral	0.299	0.493	0.208
^-buka	proper.nouns	neutral	0.028	0.714	0.258
^-bulgaria	proper.nouns	negative	0.635	0.265	0.099
^-burma	proper.nouns	neutral	0.191	0.605	0.203
^-c	proper.nouns	neutral	0.06	0.661	0.279
^-ca	proper.nouns	neutral	0.082	0.667	0.251
^-cain	proper.nouns	neutral	0.118	0.616	0.266
^-cairo	proper.nouns	neutral	0.043	0.675	0.282
^-cali	proper.nouns	neutral	0.148	0.598	0.254
^-california	proper.nouns	neutral	0.058	0.641	0.301
^-cameron	proper.nouns	neutral	0.109	0.644	0.247
^-canada	proper.nouns	neutral	0.152	0.679	0.169
^-canadian	proper.nouns	neutral	0.085	0.647	0.267
^-cantor	proper.nouns	neutral	0.131	0.606	0.263
^-carl	proper.nouns	neutral	0.087	0.623	0.29
^-carlos	proper.nouns	neutral	0.063	0.65	0.288
^-carney	proper.nouns	neutral	0.22	0.564	0.216
^-carolina	proper.nouns	neutral	0.09	0.648	0.262
^-carr	proper.nouns	negative	0.467	0.371	0.163
^-castro	proper.nouns	neutral	0.078	0.645	0.278
^-cayman	proper.nouns	neutral	0.077	0.664	0.258
^-caymans	proper.nouns	neutral	0.05	0.685	0.264
^-cbs	proper.nouns	neutral	0.083	0.666	0.25
^-celtics	proper.nouns	neutral	0.194	0.591	0.215
^-charles	proper.nouns	neutral	0.058	0.655	0.287
^-charlie	proper.nouns	neutral	0.106	0.626	0.268
^-charlotte	proper.nouns	neutral	0.079	0.644	0.276
^-chavez	proper.nouns	neutral	0.215	0.553	0.232
^-chelsea	proper.nouns	neutral	0.077	0.604	0.319
^-chen	proper.nouns	neutral	0.327	0.5	0.173
^-cheney	proper.nouns	neutral	0.147	0.628	0.225
^-cher	proper.nouns	neutral	0.207	0.54	0.253
^-chicago	proper.nouns	neutral	0.102	0.688	0.21
^-chile	proper.nouns	neutral	0.073	0.604	0.323
^-chris	proper.nouns	neutral	0.056	0.656	0.287
^-christ	proper.nouns	neutral	0.04	0.672	0.288
^-christian	proper.nouns	neutral	0.058	0.664	0.278
^-christianity	proper.nouns	neutral	0.241	0.561	0.198
^-christians	proper.nouns	neutral	0.168	0.606	0.226
^-christie	proper.nouns	neutral	0.065	0.65	0.284
^-christmas	proper.nouns	neutral	0.049	0.654	0.298
^-chrome	proper.nouns	neutral	0.038	0.678	0.284
^-clark	proper.nouns	neutral	0.211	0.58	0.209
^-clegg	proper.nouns	neutral	0.119	0.607	0.274
^-cleveland	proper.nouns	neutral	0.119	0.637	0.245
^-clinton	proper.nouns	neutral	0.018	0.69	0.292
^-clooney	proper.nouns	neutral	0.08	0.656	0.264
^-cnbc	proper.nouns	neutral	0.243	0.575	0.182
^-cnn	proper.nouns	neutral	0.173	0.644	0.183
^-co	proper.nouns	neutral	0.069	0.661	0.269
^-cody	proper.nouns	neutral	0.124	0.614	0.262
^-colbert	proper.nouns	neutral	0.058	0.635	0.307
^-cole	proper.nouns	neutral	0.153	0.601	0.246
^-colin	proper.nouns	neutral	0.154	0.614	0.231
^-colombia	proper.nouns	neutral	0.059	0.659	0.282
^-colorado	proper.nouns	neutral	0.125	0.633	0.241
^-columbia	proper.nouns	neutral	0.111	0.637	0.252
^-columbus	proper.nouns	neutral	0.053	0.656	0.291
^-conan	proper.nouns	neutral	0.049	0.681	0.27
^-congress	proper.nouns	neutral	0.14	0.644	0.216
^-contra	proper.nouns	neutral	0.211	0.585	0.204
^-cooper	proper.nouns	neutral	0.144	0.585	0.272
^-cory	proper.nouns	neutral	0.195	0.587	0.218
^-coulson	proper.nouns	neutral	0.153	0.631	0.215
^-ct	proper.nouns	neutral	0.102	0.636	0.262
^-cuba	proper.nouns	neutral	0.099	0.637	0.264
^-cyprus	proper.nouns	neutral	0.073	0.649	0.277
^-cyrus	proper.nouns	neutral	0.086	0.618	0.296
^-d	proper.nouns	neutral	0.077	0.674	0.249
^-d.c.	proper.nouns	neutral	0.065	0.661	0.274
^-dallas	proper.nouns	neutral	0.09	0.63	0.279
^-damascus	proper.nouns	neutral	0.297	0.542	0.161
^-dan	proper.nouns	neutral	0.099	0.635	0.267
^-daniel	proper.nouns	neutral	0.064	0.648	0.289
^-danielle	proper.nouns	neutral	0.388	0.399	0.212
^-daniels	proper.nouns	neutral	0.137	0.609	0.255
^-danny	proper.nouns	neutral	0.067	0.616	0.317
^-darren	proper.nouns	neutral	0.092	0.598	0.31
^-dave	proper.nouns	neutral	0.123	0.601	0.275
^-david	proper.nouns	neutral	0.037	0.616	0.347
^-davis	proper.nouns	neutral	0.062	0.648	0.29
^-dc	proper.nouns	neutral	0.09	0.689	0.221
^-de	proper.nouns	neutral	0.045	0.679	0.276
^-debbie	proper.nouns	neutral	0.087	0.612	0.3
^-dec	proper.nouns	neutral	0.115	0.626	0.258
^-december	proper.nouns	neutral	0.105	0.648	0.247
^-del	proper.nouns	neutral	0.075	0.657	0.268
^-demi	proper.nouns	neutral	0.072	0.609	0.319
^-denmark	proper.nouns	neutral	0.067	0.647	0.286
^-dennis	proper.nouns	neutral	0.18	0.595	0.225
^-denver	proper.nouns	neutral	0.118	0.618	0.264
^-detroit	proper.nouns	neutral	0.163	0.616	0.221
^-di	proper.nouns	neutral	0.024	0.698	0.278
^-diaz	proper.nouns	neutral	0.07	0.597	0.333
^-diego	proper.nouns	neutral	0.105	0.659	0.236
^-dj	proper.nouns	neutral	0.063	0.676	0.261
^-donald	proper.nouns	neutral	0.135	0.649	0.215
^-donna	proper.nouns	neutral	0.151	0.605	0.244
^-donnie	proper.nouns	neutral	0.144	0.454	0.403
^-dow	proper.nouns	neutral	0.193	0.571	0.237
^-dr	proper.nouns	neutral	0.077	0.657	0.265
^-dr.	proper.nouns	neutral	0.098	0.66	0.242
^-dropbox	proper.nouns	neutral	0.072	0.652	0.276
^-dubai	proper.nouns	neutral	0.098	0.595	0.307
^-dylan	proper.nouns	neutral	0.086	0.632	0.282
^-e	proper.nouns	neutral	0.067	0.648	0.285
^-earls	proper.nouns	neutral	0.005	0.72	0.275
^-east	proper.nouns	neutral	0.102	0.647	0.251
^-easter	proper.nouns	neutral	0.057	0.639	0.304
^-ebay	proper.nouns	neutral	0.094	0.598	0.308
^-econ	proper.nouns	negative	0.434	0.421	0.144
^-ed	proper.nouns	neutral	0.18	0.648	0.172
^-edward	proper.nouns	neutral	0.058	0.63	0.312
^-edwards	proper.nouns	neutral	0.126	0.617	0.257
^-egypt	proper.nouns	neutral	0.067	0.697	0.236
^-egyptian	proper.nouns	neutral	0.13	0.633	0.237
^-egyptians	proper.nouns	neutral	0.159	0.635	0.206
^-ehud	proper.nouns	neutral	0.348	0.497	0.155
^-einstein	proper.nouns	neutral	0.082	0.632	0.286
^-el	proper.nouns	neutral	0.037	0.699	0.264
^-eleanor	proper.nouns	neutral	0.134	0.606	0.261
^-eli	proper.nouns	neutral	0.074	0.631	0.295
^-elizabeth	proper.nouns	neutral	0.073	0.617	0.31
^-ellen	proper.nouns	neutral	0.079	0.594	0.326
^-emily	proper.nouns	neutral	0.131	0.566	0.304
^-emma	proper.nouns	neutral	0.096	0.582	0.323
^-en	proper.nouns	neutral	0.025	0.708	0.267
^-england	proper.nouns	neutral	0.161	0.62	0.219
^-english	proper.nouns	neutral	0.081	0.614	0.305
^-epa	proper.nouns	neutral	0.203	0.611	0.186
^-er	proper.nouns	neutral	0.259	0.546	0.195
^-eric	proper.nouns	neutral	0.095	0.655	0.25
^-es	proper.nouns	neutral	0.037	0.723	0.241
^-espn	proper.nouns	neutral	0.074	0.642	0.285
^-etc	proper.nouns	neutral	0.034	0.639	0.327
^-eu	proper.nouns	neutral	0.149	0.664	0.187
^-euro	proper.nouns	neutral	0.185	0.617	0.197
^-europe	proper.nouns	neutral	0.121	0.644	0.235
^-european	proper.nouns	neutral	0.089	0.668	0.242
^-ezekiel	proper.nouns	neutral	0.076	0.698	0.226
^-ezra	proper.nouns	neutral	0.109	0.629	0.262
^-facebook	proper.nouns	neutral	0.102	0.779	0.119
^-facebook-	proper.nouns	neutral	0.155	0.623	0.222
^-facebook/twitter	proper.nouns	neutral	0.146	0.662	0.192
^-faisal	proper.nouns	negative	0.767	0.186	0.047
^-fallon	proper.nouns	neutral	0.096	0.628	0.277
^-farmville	proper.nouns	neutral	0.414	0.445	0.141
^-fb	proper.nouns	neutral	0.074	0.622	0.304
^-fbi	proper.nouns	neutral	0.195	0.6	0.204
^-fdr	proper.nouns	neutral	0.228	0.54	0.232
^-feb	proper.nouns	neutral	0.225	0.578	0.197
^-february	proper.nouns	neutral	0.137	0.611	0.252
^-finland	proper.nouns	neutral	0.088	0.618	0.294
^-firefox	proper.nouns	neutral	0.19	0.66	0.151
^-fl	proper.nouns	neutral	0.082	0.683	0.235
^-flipboard	proper.nouns	neutral	0.073	0.653	0.274
^-florida	proper.nouns	neutral	0.042	0.673	0.285
^-forbes	proper.nouns	neutral	0.098	0.661	0.241
^-foursquare	proper.nouns	neutral	0.074	0.654	0.271
^-france	proper.nouns	neutral	0.083	0.674	0.243
^-francisco	proper.nouns	neutral	0.043	0.694	0.263
^-franklin	proper.nouns	neutral	0.09	0.609	0.302
^-fred	proper.nouns	neutral	0.084	0.634	0.282
^-freeman	proper.nouns	neutral	0.115	0.636	0.249
^-french	proper.nouns	neutral	0.067	0.635	0.298
^-fri	proper.nouns	neutral	0.106	0.612	0.281
^-friday	proper.nouns	neutral	0.045	0.633	0.322
^-g+	proper.nouns	neutral	0.035	0.669	0.297
^-g-d	proper.nouns	neutral	0.143	0.559	0.298
^-g8	proper.nouns	neutral	0.076	0.652	0.272
^-ga	proper.nouns	neutral	0.086	0.653	0.261
^-gary	proper.nouns	neutral	0.071	0.687	0.242
^-gaza	proper.nouns	neutral	0.252	0.568	0.18
^-ge	proper.nouns	neutral	0.089	0.668	0.243
^-gen	proper.nouns	neutral	0.081	0.623	0.296
^-geo	proper.nouns	neutral	0.119	0.594	0.286
^-george	proper.nouns	neutral	0.117	0.616	0.267
^-georgia	proper.nouns	neutral	0.101	0.627	0.272
^-germany	proper.nouns	neutral	0.085	0.652	0.263
^-gideon	proper.nouns	neutral	0.076	0.605	0.318
^-gingrich	proper.nouns	neutral	0.064	0.669	0.268
^-giuliani	proper.nouns	neutral	0.104	0.642	0.254
^-glenn	proper.nouns	neutral	0.113	0.648	0.239
^-gmail	proper.nouns	neutral	0.181	0.629	0.19
^-gods	proper.nouns	neutral	0.127	0.6	0.274
^-golan	proper.nouns	neutral	0.182	0.606	0.212
^-goldman	proper.nouns	neutral	0.055	0.684	0.261
^-gomez	proper.nouns	neutral	0.12	0.62	0.26
^-google	proper.nouns	neutral	0.008	0.693	0.299
^-google+	proper.nouns	neutral	0.069	0.655	0.277
^-gop	proper.nouns	neutral	0.269	0.593	0.138
^-gordon	proper.nouns	neutral	0.106	0.594	0.3
^-gov	proper.nouns	neutral	0.055	0.697	0.249
^-governor	proper.nouns	neutral	0.059	0.67	0.27
^-govt	proper.nouns	neutral	0.24	0.574	0.186
^-graham	proper.nouns	neutral	0.069	0.652	0.279
^-greece	proper.nouns	neutral	0.058	0.654	0.288
^-greg	proper.nouns	neutral	0.129	0.613	0.259
^-greyson	proper.nouns	neutral	0.096	0.643	0.261
^-gsa	proper.nouns	neutral	0.235	0.555	0.21
^-gue	proper.nouns	neutral	0.026	0.687	0.286
^-gw	proper.nouns	neutral	0.174	0.578	0.248
^-gwb	proper.nouns	neutral	0.237	0.548	0.215
^-haaretz	proper.nouns	neutral	0.125	0.658	0.217
^-haifa	proper.nouns	neutral	0.08	0.636	0.284
^-hamas	proper.nouns	neutral	0.284	0.552	0.164
^-hampshire	proper.nouns	neutral	0.04	0.692	0.267
^-hannah	proper.nouns	neutral	0.12	0.563	0.317
^-hannity	proper.nouns	neutral	0.108	0.607	0.285
^-harris	proper.nouns	neutral	0.084	0.621	0.295
^-harvard	proper.nouns	neutral	0.148	0.625	0.227
^-hawaii	proper.nouns	neutral	0.064	0.644	0.292
^-hebrew	proper.nouns	neutral	0.07	0.619	0.31
^-henry	proper.nouns	neutral	0.081	0.633	0.286
^-herman	proper.nouns	neutral	0.068	0.621	0.311
^-hezbollah	proper.nouns	neutral	0.303	0.521	0.177
^-hilary	proper.nouns	neutral	0.207	0.61	0.183
^-hillary	proper.nouns	neutral	0.024	0.686	0.29
^-hilton	proper.nouns	neutral	0.074	0.629	0.297
^-hindi	proper.nouns	neutral	0.088	0.625	0.287
^-hitler	proper.nouns	neutral	0.169	0.601	0.23
^-holland	proper.nouns	neutral	0.108	0.616	0.276
^-hollande	proper.nouns	neutral	0.064	0.619	0.316
^-hollywood	proper.nouns	neutral	0.081	0.633	0.286
^-holmes	proper.nouns	neutral	0.118	0.621	0.261
^-horan	proper.nouns	neutral	0.106	0.621	0.273
^-hotmail	proper.nouns	neutral	0.168	0.63	0.202
^-houghton	proper.nouns	neutral	0.04	0.595	0.365
^-houston	proper.nouns	neutral	0.085	0.648	0.268
^-howard	proper.nouns	neutral	0.07	0.649	0.281
^-hs	proper.nouns	neutral	0.205	0.576	0.219
^-htc	proper.nouns	neutral	0.164	0.559	0.277
^-hungary	proper.nouns	neutral	0.131	0.614	0.255
^-huntsman	proper.nouns	neutral	0.221	0.564	0.215
^-hussein	proper.nouns	neutral	0.061	0.626	0.312
^-i/o	proper.nouns	neutral	0.041	0.677	0.282
^-ia	proper.nouns	neutral	0.087	0.666	0.247
^-iaea	proper.nouns	negative	0.507	0.375	0.118
^-ian	proper.nouns	neutral	0.065	0.616	0.319
^-icarly	proper.nouns	neutral	0.081	0.632	0.287
^-iceland	proper.nouns	neutral	0.06	0.684	0.257
^-idf	proper.nouns	neutral	0.204	0.596	0.2
^-il	proper.nouns	neutral	0.063	0.64	0.297
^-illinois	proper.nouns	neutral	0.106	0.634	0.26
^-inc	proper.nouns	neutral	0.052	0.68	0.268
^-india	proper.nouns	neutral	0.079	0.699	0.222
^-indian	proper.nouns	neutral	0.114	0.622	0.263
^-indiana	proper.nouns	neutral	0.115	0.639	0.247
^-indians	proper.nouns	neutral	0.171	0.617	0.212
^-indonesia	proper.nouns	neutral	0.058	0.649	0.294
^-instagram	proper.nouns	neutral	0.076	0.689	0.235
^-intel	proper.nouns	neutral	0.143	0.622	0.235
^-intrade	proper.nouns	neutral	0.126	0.668	0.207
^-io	proper.nouns	neutral	0.064	0.66	0.276
^-ios	proper.nouns	neutral	0.122	0.638	0.239
^-iowa	proper.nouns	neutral	0.056	0.686	0.258
^-ipad	proper.nouns	neutral	0.045	0.661	0.294
^-iphone	proper.nouns	neutral	0.147	0.646	0.207
^-ipod	proper.nouns	neutral	0.124	0.62	0.256
^-iran	proper.nouns	neutral	0.136	0.64	0.224
^-iran-contra	proper.nouns	neutral	0.228	0.595	0.177
^-iran-iraq	proper.nouns	negative	0.451	0.415	0.134
^-iran/tehran	proper.nouns	negative	0.763	0.183	0.054
^-iranian	proper.nouns	neutral	0.258	0.574	0.168
^-iranians	proper.nouns	neutral	0.251	0.544	0.205
^-iraq	proper.nouns	neutral	0.197	0.642	0.161
^-ireland	proper.nouns	neutral	0.077	0.654	0.269
^-irs	proper.nouns	neutral	0.226	0.549	0.225
^-isaac	proper.nouns	neutral	0.069	0.623	0.309
^-isaiah	proper.nouns	neutral	0.028	0.672	0.3
^-islam	proper.nouns	neutral	0.162	0.655	0.183
^-islamic	proper.nouns	neutral	0.152	0.629	0.22
^-islamist	proper.nouns	neutral	0.256	0.576	0.168
^-islands	proper.nouns	neutral	0.061	0.664	0.275
^-israel	proper.nouns	neutral	0.024	0.543	0.432
^-israeli	proper.nouns	neutral	0.143	0.649	0.208
^-israelites	proper.nouns	neutral	0.081	0.682	0.236
^-isreal	proper.nouns	neutral	0.275	0.525	0.2
^-issa	proper.nouns	neutral	0.255	0.543	0.202
^-istanbul	proper.nouns	neutral	0.045	0.69	0.266
^-italy	proper.nouns	neutral	0.067	0.584	0.349
^-itunes	proper.nouns	neutral	0.091	0.593	0.315
^-j	proper.nouns	neutral	0.101	0.659	0.241
^-jackson	proper.nouns	negative	0.6	0.332	0.068
^-jacob	proper.nouns	neutral	0.047	0.685	0.269
^-jake	proper.nouns	neutral	0.117	0.572	0.311
^-james	proper.nouns	neutral	0.056	0.628	0.316
^-jamie	proper.nouns	neutral	0.071	0.622	0.307
^-jan	proper.nouns	neutral	0.086	0.646	0.268
^-jane	proper.nouns	neutral	0.113	0.598	0.29
^-january	proper.nouns	neutral	0.088	0.638	0.274
^-japanese	proper.nouns	neutral	0.067	0.636	0.297
^-jarrett	proper.nouns	neutral	0.071	0.654	0.275
^-jasmine	proper.nouns	negative	0.435	0.421	0.144
^-jason	proper.nouns	neutral	0.08	0.6	0.32
^-java	proper.nouns	neutral	0.13	0.65	0.22
^-jay-z	proper.nouns	neutral	0.084	0.653	0.263
^-jb	proper.nouns	neutral	0.145	0.545	0.31
^-je	proper.nouns	neutral	0.036	0.652	0.312
^-jeb	proper.nouns	neutral	0.077	0.647	0.276
^-jeff	proper.nouns	neutral	0.06	0.628	0.312
^-jennifer	proper.nouns	neutral	0.072	0.626	0.301
^-jeremiah	proper.nouns	neutral	0.193	0.6	0.208
^-jeremy	proper.nouns	neutral	0.111	0.65	0.239
^-jerry	proper.nouns	neutral	0.082	0.636	0.282
^-jerusalem	proper.nouns	neutral	0.048	0.672	0.28
^-jesse	proper.nouns	neutral	0.236	0.567	0.197
^-jessica	proper.nouns	neutral	0.065	0.623	0.311
^-jewish	proper.nouns	neutral	0.055	0.662	0.283
^-jews	proper.nouns	neutral	0.26	0.539	0.201
^-jfk	proper.nouns	neutral	0.183	0.576	0.241
^-jim	proper.nouns	neutral	0.065	0.673	0.262
^-jindal	proper.nouns	neutral	0.099	0.627	0.274
^-jo	proper.nouns	neutral	0.109	0.585	0.306
^-joe	proper.nouns	neutral	0.079	0.622	0.299
^-joel	proper.nouns	neutral	0.072	0.645	0.283
^-johnny	proper.nouns	neutral	0.094	0.608	0.298
^-johnson	proper.nouns	neutral	0.09	0.618	0.291
^-jon	proper.nouns	neutral	0.094	0.664	0.242
^-jonas	proper.nouns	neutral	0.091	0.592	0.317
^-jonathan	proper.nouns	neutral	0.078	0.674	0.248
^-jones	proper.nouns	neutral	0.089	0.631	0.28
^-jong	proper.nouns	neutral	0.089	0.66	0.251
^-jong-un	proper.nouns	neutral	0.144	0.643	0.213
^-jordan	proper.nouns	neutral	0.066	0.666	0.268
^-jose	proper.nouns	neutral	0.129	0.635	0.236
^-joseph	proper.nouns	neutral	0.029	0.676	0.295
^-josh	proper.nouns	neutral	0.067	0.62	0.312
^-joshua	proper.nouns	neutral	0.094	0.654	0.252
^-jr	proper.nouns	neutral	0.098	0.627	0.274
^-jr.	proper.nouns	neutral	0.079	0.646	0.275
^-juan	proper.nouns	neutral	0.091	0.63	0.28
^-juda	proper.nouns	negative	0.605	0.303	0.092
^-judah	proper.nouns	neutral	0.041	0.673	0.286
^-judaism	proper.nouns	neutral	0.149	0.622	0.23
^-jul	proper.nouns	neutral	0.065	0.692	0.244
^-julia	proper.nouns	neutral	0.106	0.585	0.309
^-july	proper.nouns	neutral	0.077	0.704	0.219
^-jun	proper.nouns	neutral	0.189	0.632	0.179
^-june	proper.nouns	neutral	0.098	0.693	0.209
^-justin	proper.nouns	neutral	0.059	0.655	0.286
^-k	proper.nouns	neutral	0.068	0.635	0.297
^-ka	proper.nouns	neutral	0.056	0.616	0.328
^-kabul	proper.nouns	neutral	0.249	0.555	0.195
^-kamakawiwo'ole	proper.nouns	neutral	0.032	0.646	0.323
^-kansas	proper.nouns	neutral	0.087	0.63	0.283
^-kanye	proper.nouns	neutral	0.073	0.64	0.287
^-kardashian	proper.nouns	neutral	0.091	0.635	0.274
^-karen	proper.nouns	neutral	0.095	0.636	0.269
^-karl	proper.nouns	neutral	0.078	0.612	0.31
^-kat	proper.nouns	neutral	0.032	0.668	0.3
^-kate	proper.nouns	neutral	0.1	0.643	0.257
^-katie	proper.nouns	neutral	0.1	0.528	0.372
^-katy	proper.nouns	neutral	0.065	0.622	0.313
^-kay	proper.nouns	neutral	0.084	0.591	0.326
^-ke	proper.nouns	neutral	0.032	0.671	0.297
^-keith	proper.nouns	neutral	0.08	0.578	0.341
^-kelly	proper.nouns	neutral	0.046	0.616	0.338
^-kennedy	proper.nouns	neutral	0.067	0.63	0.303
^-kentucky	proper.nouns	neutral	0.122	0.641	0.237
^-kenya	proper.nouns	neutral	0.066	0.662	0.271
^-kenyan	proper.nouns	neutral	0.125	0.627	0.249
^-kerry	proper.nouns	neutral	0.073	0.63	0.296
^-kevin	proper.nouns	neutral	0.069	0.629	0.302
^-keyword	proper.nouns	neutral	0.047	0.685	0.268
^-khabar	proper.nouns	neutral	0.377	0.539	0.084
^-khamenei	proper.nouns	neutral	0.237	0.569	0.194
^-khan	proper.nouns	neutral	0.101	0.64	0.259
^-ki	proper.nouns	neutral	0.047	0.68	0.273
^-kim	proper.nouns	neutral	0.059	0.673	0.268
^-kimmel	proper.nouns	neutral	0.101	0.62	0.278
^-kjv	proper.nouns	neutral	0.077	0.72	0.203
^-kmg	proper.nouns	neutral	0.015	0.731	0.254
^-ko	proper.nouns	neutral	0.065	0.64	0.295
^-kobe	proper.nouns	neutral	0.169	0.594	0.237
^-koch	proper.nouns	neutral	0.085	0.656	0.259
^-kofi	proper.nouns	neutral	0.209	0.617	0.174
^-kong	proper.nouns	neutral	0.08	0.612	0.308
^-korea	proper.nouns	neutral	0.14	0.601	0.259
^-korean	proper.nouns	neutral	0.064	0.685	0.251
^-krav	proper.nouns	neutral	0.008	0.719	0.273
^-ksa	proper.nouns	neutral	0.212	0.549	0.239
^-kuwait	proper.nouns	neutral	0.112	0.648	0.24
^-ky	proper.nouns	neutral	0.153	0.634	0.213
^-kyle	proper.nouns	neutral	0.096	0.604	0.3
^-la	proper.nouns	neutral	0.081	0.598	0.321
^-lakers	proper.nouns	neutral	0.103	0.606	0.29
^-lang	proper.nouns	neutral	0.057	0.593	0.35
^-larry	proper.nouns	neutral	0.079	0.612	0.308
^-las	proper.nouns	neutral	0.056	0.666	0.279
^-latin	proper.nouns	neutral	0.075	0.669	0.255
^-latino	proper.nouns	neutral	0.084	0.672	0.244
^-laura	proper.nouns	neutral	0.09	0.596	0.314
^-lauren	proper.nouns	neutral	0.089	0.587	0.324
^-lawrence	proper.nouns	neutral	0.13	0.614	0.255
^-le	proper.nouns	neutral	0.031	0.645	0.323
^-lebanon	proper.nouns	neutral	0.155	0.623	0.222
^-lebron	proper.nouns	neutral	0.202	0.61	0.188
^-les	proper.nouns	neutral	0.025	0.675	0.3
^-letterman	proper.nouns	neutral	0.084	0.634	0.282
^-leveson	proper.nouns	neutral	0.134	0.647	0.22
^-lewis	proper.nouns	neutral	0.094	0.617	0.289
^-liam	proper.nouns	neutral	0.075	0.62	0.305
